Job ID,Job Title,Min Salary,Max Salary,Avg Salary,Hourly,Job Description,Company,Location,Rating,Headquarters,Size,Size Class,Founded,Age,Type Of Ownership,Competitors,Industry,Sector,Revenue,Revenue Class,Same State,Python,R,Spark,AWS,Excel,Job Simp,Skills Count
295,Program/Data Analyst,55000,99000,77000,0,"Type of Requisition:

Regular

Clearance Level Must Currently Possess:

None

Clearance Level Must Be Able to Obtain:

None

Suitability:

Agency Specific

Public Trust/Other Required:

NACI (T1)

Job Family:

Data Analysis

Job Description:

The Program/Data Analyst supports the data collection and analysis efforts for monitoring the implementation of a government program with respect to the care and placement of participants in a network of grant funded care provider program.

Duties include:
Work with contractor and federal staff to enhance the collection and analysis of program data
Update and develop on site data collection tools and processes to yield statistically reliable and informative data and support field program assessments
Assist in identifying performance outcomes and indicators
Identify uniform data points for analysis
Conduct high-level data interpretation and analysis using a data analytics platform
Prepare written summaries and presentations that reflect the results of the data analysis...",General Dynamics Information Technology,"Washington, DC",3.4,"Fairfax, VA",10000+ employees,Class A,1996,27,Subsidiary or Business Segment,"SAIC, Leidos, Northrop Grumman",IT Services,Information Technology,$10+ billion (USD),Class 1,0,0,0,0,0,1,analyst,1
296,Data Engineer,67000,117000,92000,0,"Secure our Nation, Ignite your Future

This position will report to the Group CTO and be part of the technology office staff. You will be supporting an internal big data analytics application that will be hosted on a cloud platform. You will have prior experience working in an agile/DevOps environment. You will have the opportunity to work with some of the newest technologies, transformative projects, and play a strong role in shaping the innovation agenda across the company.

Essential Job Duties:
Provide database design, development and implementation support
Participate in daily scrum meetings and support development team
Work with customers and team members in an Agile development environment
Follow Continuous Integration/Continuous Delivery (CI/CD) best practices for code build and deployments
Develop PL/SQL, stored procedures, ETL scrips to support this analytics application
Document database design and develop optimum data ingest techniques from multiple data sources
Minimum Requirements:
Minimum Re...",ManTech,"Herndon, VA",4.1,"Herndon, VA",5001 to 10000 employees,Class B,1968,55,Company - Public,-1,Research & Development,Business Services,$1 to $2 billion (USD),Class 4,1,0,0,0,0,0,data engineer,0
297,Senior Data Scientist: Causal & Predictive analytics AI Innovation Lab,92000,150000,121000,0,"21-Jan-2020

Job ID
279463BR
{""QuestionName"":""Job Description"",""AnswerValue"":""Two companies and one incredible alliance. Novartis and Microsoft have formed alliance to leverage data & Artificial Intelligence (AI) to develop transformative medicines faster and more cost-effectively for patients worldwide.

We are seeking a thought leader and team builder to join the Novartis Innovation AI Lab to advance the field of Life Science and healthcare analytics.

In this newly formed alliance with Microsoft, you will lead Causal & Predictive analysis for Novartis .

In this newly created role, you will:

• Conduct end-to-end Causal & Predictive analysis of large scale healthcare data sets.
• Take a hands-on role and deliver on highly visible multiple projects
• Serve as an ambassador for Novartis Data Science by presenting and publishing articles at conferences, business meetings and academic institutions
• Facilitate design and creation of knowledge repositories
• Collaborate with the digital and DSAI teams
• Keep...",Novartis,"Cambridge, MA",3.8,"Basel, Switzerland",10000+ employees,Class A,1996,27,Company - Public,-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Class 1,0,0,0,0,0,0,data scientist,0
298,"Principal Data Engineer, Data Platform & Insights",116000,209000,162500,0,"Location: San Francisco, CA- United States
Job ID: 20WD39526

Position Overview
Autodesk is seeking an experienced data engineer to join our growing engineering team within Data Platform & Insights (DPI). This team is at the heart of Autodesk’s efforts to radically improve how we create value for customers and make decisions through data.

As a data engineer on this team, you will help create a robust and scalable data platform for other teams across the company to leverage. This work will include tasks such as creating abstractions to speed the platform’s adoption and building reliable pipelines to support growing data processing and analytics needs. Ideally you will be a self-starter, detail and quality oriented, and excited about the prospects of having a big impact with data at Autodesk.

Responsibilities
Build and scale data infrastructure that powers batch and real-time data processing of billions of records daily
Improve the data quality and reliability of data pipelines through monitoring, validati...",Autodesk,"San Francisco, CA",4,"San Rafael, CA",5001 to 10000 employees,Class B,1982,41,Company - Public,-1,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),Class 3,0,1,0,1,0,1,data engineer,3
299,RESEARCH SCIENTIST - BIOLOGICAL SAFETY,38000,82000,60000,0,"Join the Applied Physics Division as a Research Scientist. Perform daily microbiological technical tasks as it relates to standard testing or R&D efforts. Maintain the safety and aseptic environment of the biological facilities. Immerse into promoting the microbiological sciences area to help grow commercial and government contacts. Be diverse in organism knowledge and ability to work with several biologics. Develop strategies to grow accounts and expand business relationships. Stay abreast of current industry trends and advise of new skills, equipment or capabilities the team should focus on. Assist with overall biological safety reviews and documentation.


Education/Experience:


Requires a BS degree in Microbiology, Virology, Immunology, Cell or Molecular Biology, Genetics, Parasitology, Biochemistry, or Chemistry with 2-5 years of microbiology and wet chemistry experience. Must have at least a 3.0 GPA. Experience in and knowledge of Biological Safety for Biological Safety Levels 1 & 2 and favorably 3 ...",Southwest Research Institute,"San Antonio, TX",3.9,"San Antonio, TX",1001 to 5000 employees,Class C,1947,76,Nonprofit Organization,"Los Alamos National Laboratory, Battelle, SRI International",Research & Development,Business Services,$500 million to $1 billion (USD),Class 5,1,0,0,0,0,0,na,0
300,Data Operations Lead,85000,90000,87500,0,"Data Operations Lead
Location: Flexible though San Francisco, CA preferred. Travel (e.g. 1-3 times per year) to Muso’s office in Bamako, Mali, will be required.
Department: Research, Monitoring, & Evaluation
Full-time
Supervised by: Data Scientist
Desired level of experience: Manager
Muso is an NGO based in Mali with a mission to eliminate preventable deaths that are rooted in poverty. Muso has built a proactive health system delivered by nurses, midwives, community health workers, supervisors, and physicians. To our knowledge, the communities we serve have achieved child mortality rates lower than any country in sub-Saharan Africa.
Muso has invested in building robust data collection streams. These include patient health care data collected by community health workers and government-run primary care clinics, and patient demographic, vital record, and health data collected via population-level census surveys. We are currently architecting an extensible data warehouse in order to ensure we effectively lever...",Muso,"San Francisco, CA",0,"San Francisco, CA",201 to 500 employees,Class E,-1,-1,Nonprofit Organization,-1,Unknown,Unknown,Unknown,Unknown,1,1,0,0,0,1,na,2
301,Big Data Engineer,62000,119000,90500,0,"At SpringML, we are all about empowering the doers in companies to make smarter decisions with their data. Our predictive analytics products and solutions apply machine learning to todays most pressing business problems so customers get insights they can trust to drive business growth. We are a tight knit, friendly team of passionate and driven people who are dedicated to learning, get excited to solve tough problems and like seeing results, fast.

Your primary role will be to design and build data pipelines. You will be focused on designing and implementing solutions on Hadoop, Spark, Pig, Hive. In this role you will be exposed to Google Cloud Platform including Dataflow, BigQuery and Kubernetes so the ideal candidate will have a strong big data technology foundation and bring a passion to learn new technologies. If you believe you have these skills please email your resume to info@springml.com.

Required Skills:
4-7 years Python and Java programming
3-5 years knowledge of Java/J2EE
3-5 years Hadoop, Big ...",SpringML,"Indianapolis, IN",4.4,"Pleasanton, CA",1 to 50 employees,Class G,2015,8,Company - Private,-1,Enterprise Software & Network Solutions,Information Technology,Unknown,Unknown,0,1,0,1,0,0,data engineer,2
302,Data Scientist / Machine Learning Expert,86000,143000,114500,0,"Posting Title
Data Scientist / Machine Learning Expert

04-Feb-2020

Job ID
288341BR

Job Description
ONE Global Discovery Chemistry Community working across 7 disease areas at the Novartis Institutes for BioMedical Research (NIBR) is seeking a highly talented and motivated Data Scientist to join our Global Discovery Chemistry Department in Cambridge, MA. The successful candidate will join an energizing and collaborative research organization, working alongside colleagues who are committed to improving human health through the discovery of transformative medicines.

We are seeking a unique data scientist with the skills, experience and passion to extract new knowledge and disruptive insights from the large and rich body of data collected by one of the world’s leading pharmaceutical companies. You will be a member of our global Computer-Aided Drug Discovery (CADD) group, an interdisciplinary team of expert molecular modelers, cheminformaticians, and data scientists. Teamed up with domain experts from biolog...",Novartis,"Cambridge, MA",3.8,"Basel, Switzerland",10000+ employees,Class A,1996,27,Company - Public,-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Class 1,0,1,0,0,0,0,data scientist,1
303,Data Scientist,93000,149000,121000,0,"Title: Software Engineer, Data Science

Design, develop and implement ML/Analytics features for high-performance cloud monitoring, analytics and optimization software.

Description:

AppFormix team in Juniper is seeking a Data Science engineer to work on the developing sophisticated analytics for our cloud monitoring and optimization platform.

You will be responsible for solving complex problems and designing solutions which will provide the user meaningful insights into health and usage patterns of their cloud infrastructure.

Responsibilities:

• Design and develop ML/analytics related features by leveraging supervised/unsupervised machine learning algorithms, data science knowledge.

• Develop tools for anomaly detection, forecast models, capacity planning, metric correlation models which should work at scale for large volumes of time- series data.

• Work with the team to develop APIs, schemas.

• Contribute to the test and automation infrastructure by adding more unit tests, system tests to ensure hi...",Juniper Networks,"Sunnyvale, CA",3.8,"Sunnyvale, CA",5001 to 10000 employees,Class B,1996,27,Company - Public,-1,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),Class 3,1,1,0,1,0,1,data scientist,3
304,Senior Data Scientist,84000,136000,110000,0,"The Integer Group is looking for a Senior Data Scientistin our Dallas, Texas office.

JOB SNAPSHOT:


Our data and analytics team is looking for a Senior Data Scientist to join our fast-growing team. The ideal candidate will be intricately involved in the development and running of analytical and predictive experiments. This is the perfect opportunity for the successful candidate to become part of an innovative and energetic team that develops tools which influence both our internal products and that of our client's business.

As part of the I&S team you will be curious, adventurous and entrepreneurial. You will identify patterns, problems and opportunities via market research data, sales data, media data and propose creative solutions based on your data jujitsu. Work on datasets covering shopper behavior, shopper spending, consumer attitudes, media activity, competitive activity, and any other numbers you can get your hands on. Uncover insights that can help our clients solve their marketing and business ...",The Integer Group,"Dallas, TX",2.2,"Denver, CO",501 to 1000 employees,Class D,1993,30,Subsidiary or Business Segment,"Geometry Global, TracyLocke, Saatchi & Saatchi X",Advertising & Marketing,Business Services,$50 to $100 million (USD),Class 7,0,0,0,0,0,0,data scientist,0
305,PV Scientist,60000,123000,91500,0,"SUMMARY:
The Pharmacovigilance Scientist supports the medical component of pharmacovigilance activities including surveillance activities providing scientific/clinical PV expertise with a focus on the identification, evaluation and management of safety risks for Karyopharm products. They collaborate closely with the safety physician and cross-functional partners to evaluate and actively manage risks in accordance with global regulatory frameworks
RESPONSIBILITIES:
Organize and perform independently or collaboratively as necessary, the relevant safety data analysis for Safety Management Team meeting; ensure adequate documentation of meeting minutes
Create and maintain an effective signal tracking process that fully documents signaling activities and can be used for regulatory inspection
Support other function teams for Karyopharm investigational products; serve as PV expert and liaise with Clinical Operations, Biostatistics, Regulatory Affairs, Contract Research and other entities as needed
Contribute to he...",Karyopharm Therapeutics Inc.,"Newton, MA",2.9,"Newton, MA",201 to 500 employees,Class E,-1,-1,Company - Public,-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,Unknown,1,0,0,0,0,1,na,1
306,Clinical Data Analyst,52000,89000,70500,0,"Secure our Nation, Ignite your Future

Required Qualifications:

a. Bachelors degree or higher in Analytics, Business, Health or related field required.

b. Advanced skills with Microsoft Office suite and SharePoint collaboration software.

c. Experience with metric support.

d. Experience with Qlik View

Preferred Qualifications:

a. Experience with military technical documents including point papers, policies, and messages, and working in military environment preferred.

Task(s):

a. Perform data queries from appropriate central MHS and BUMED database systems (M2, MDR, etc.) and provide analytical support in evaluating and making recommendations from the data. Format and presentation of the data, analysis, evaluations or recommendations will be made for higher headquarters, MTFs, and others as needed. Develop and design strategies to sustain performance, metrics/methodologies and assist with the development of dashboards and suitable benchmarks for comparative measurement.

b. Develop predictive analytic...",ManTech,"Portsmouth, VA",4.1,"Herndon, VA",5001 to 10000 employees,Class B,1968,55,Company - Public,-1,Research & Development,Business Services,$1 to $2 billion (USD),Class 4,0,0,0,0,0,0,analyst,0
307,Data Engineer,48000,93000,70500,0,"Are you interested in a career opportunity with a growing software company? P2 Energy Solutions is dedicated to providing a positive culture where the ability to learn, collaborate, and make a difference is rewarded. We have a fast-paced, innovative culture where employees are empowered to provide a superior experience for internal and external customers.
Upstream oil and gas professionals who are focused on solving tough challenges rely on P2 software, data and analytics solutions to optimize their business performance. We are currently developing our solutions on mobile and in the cloud! More than 1,600 companies from around the world use P2 solutions every day to manage their land assets, measure and process financial information, optimize production, and manage their reserves. With more than 80 years of experience in data and 30 years in software, P2 has offices around the world, and employs approximately 600 people.

Interface with customers and conversion team to identify, develop, and implement tran...",P2 Energy Solutions,"Lafayette, LA",3.7,"Denver, CO",501 to 1000 employees,Class D,-1,-1,Company - Private,-1,Computer Hardware & Software,Information Technology,Unknown,Unknown,0,0,0,0,0,1,data engineer,1
308,Computational Chemist/Data Scientist,56000,97000,76500,0,"*Organization and Job ID**
Job ID: 310562

Directorate: Earth & Biological Sciences

Division: Biological Sciences Division

Group: Exposure Science
*Job Description**
The Biological System Science (BSS) Group in the Biological Sciences Division of the Pacific Northwest National Laboratory (PNNL) is seeking one or more staff scientists (Assistant or Associate Professor equivalent) with multidisciplinary experience in computational chemistry, cheminformatics, advanced statistics and/or machine learning/deep learning/AI. Successful candidates will join a large, uniquely collaborative, collegial group of innovators driving the integration of data science, computational science and analytical chemistry to solve the nations most challenging problems in human health, chemical forensics, and national security.

Candidates are expected to lead existing projects as well as help grow the program by inspiring innovations that accelerate discovery of groundbreaking computational methods in high throughput small molecu...",PNNL,"Richland, WA",3.8,"Richland, WA",1001 to 5000 employees,Class C,1965,58,Government,"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),Class 5,1,1,0,0,0,0,data scientist,1
309,Data Engineer,65000,119000,92000,0,"At MassMutual, were passionate about helping millions of people find financial freedom and this passion has driven our approach to developing meaningful experiences for our customers. The Data Engineering team, part of the Enterprise Technology and Experience, is comprised of highly skilled, collaborative, problem solvers who are motivated to create innovative solutions that exceed the changing needs of our customers and move MassMutual and the industry forward.

To continue our cutting-edge work, we are hiring an Advanced Data Engineer to join our team.

What great looks like for this role:


Our ideal Advanced Data Engineer is a collaborative leader skilled in designing and constructing highly scalable data management systems. Youre also committed to data integrity, are highly analytical, and can work on multiple projects at once. Youll use your skills to develop, monitor, and manage data systems across our platform. Additionally, you will act as a mentor to junior team members and coach them on best pra...",MassMutual,"Springfield, MA",3.6,"Springfield, MA",5001 to 10000 employees,Class B,1851,172,Company - Private,-1,Insurance Carriers,Insurance,$10+ billion (USD),Class 1,1,1,0,1,0,1,data engineer,3
310,Principal Data Scientist (Computational Chemistry),108000,173000,140500,0,"At Recursion, we combine experimental biology, automation and artificial intelligence to quickly and efficiently identify treatments for human diseases. The Principal Data Scientist (Computational Chemistry) will identify and use computational chemistry methods, integrating them with machine learning and data science approaches to augment our AI platform, accelerate our current drug discovery programs, and lead towards the discovery of high value medicines.

THE PROBLEMS YOU'LL SOLVE

This is an individual contributor position reporting to the Director, Data Science, in which you'll help lead the expansion of Recursion's capabilities downstream of our high-throughput image-based phenotypic discovery platform. Specifically, you will collaborate with teams spanning data science, chemistry, and biology to apply ligand-based drug design techniques in the context of therapeutic project teams, and help guide methods development efforts in this area to complement a phenotypic-discovery-oriented process.

In this ...",Recursion Pharmaceuticals,"Salt Lake City, UT",4.7,"Salt Lake City, UT",51 to 200 employees,Class F,2013,10,Company - Private,-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),Class 11,1,1,0,0,1,0,data scientist,2
311,Product Engineer – Data Science,63000,101000,82000,0,"Overview


The Product Engineer for applied Data Science will perform a wide variety of statistical and analytical techniques using the ArcGIS API for Python and other Web GIS tools along with other open source or proprietary analytic tools and capabilities commonly employed across national security related problems. All work performed in this role is from the perspective of a customer-user in the role of a Data Scientist working on national security challenges and problems. From this perspective, the overarching goal of the Product Engineer is to create the right ArcGIS products and experiences to meet the analytic needs across the national security community. This work will include performing, documenting and teaching a wide variety of technical tasks, developing best practices, creating tutorials and documentation, identifying new technical requirements, and improving the analysis tools and APls.

Responsibilities
Participate in the design, release and successful adoption of the Python API for ArcGIS ac...",Esri,"Arlington, VA",3.5,"Redlands, CA",1001 to 5000 employees,Class C,1969,54,Company - Private,Pitney Bowes,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Class 4,0,1,0,0,0,0,na,1
312,"Principal Scientist, Chemistry & Immunology",54000,115000,84500,0,"SUMMARY

The Principal Scientist will report to the Director of Scientific Affairs, and will be responsible for management and execution of analytical technical activities and ensure their quality for ACM Clinical Laboratory, Inc. Responsibilities will include development of comprehensive policies and procedures for test and analyzer evaluation, development, validation and implementation. This position will work closely with the Scientific Affairs, Proposals and Business Development to ensure ACM Global Laboratories can provide high quality clinical insights to our clients, impacting patients around the world.

STATUS: Full time

LOCATION: ACM Global Laboratories - Headquarters (160 Elmgrove Park, Rochester, NY)

DEPARTMENT: Clinical Trials

SCHEDULE: Days

ATTRIBUTES
PhD in related chemical, physical, or biological science field required.
2-5 years laboratory experience and prior management or supervisory experience required.
2-5 experience in Chemistry & Immunology required.
2 years of laboratory managem...",Rochester Regional Health,"Rochester, NY",3.3,"Rochester, NY",10000+ employees,Class A,2014,9,Hospital,-1,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Class 5,1,0,0,0,0,0,na,0
313,"Scientist/Senior Scientist, Autoimmune",90000,179000,134500,0,"Rubius Therapeutics is a clinical-stage biopharmaceutical company that is generating red blood cells and engineering them into an entirely new class of allogeneic, off-the-shelf cellular medicines. Our Red Cell Therapeutics™ can potentially be used to replace missing enzymes for patients living with rare enzyme deficiencies, kill tumors in cancer and regulate the immune system for the treatment of autoimmune diseases. We expect to begin enrolling patients in our first clinical trial during the first half of 2020, which is evaluating RTX-134 for the treatment of phenylketonuria, an inherited metabolic disorder. Additionally, we have filed our first oncology IND for RTX-240 for the treatment of solid tumors. We plan to file an IND for RTX-321 for the treatment of HPV-Positive Tumors by year-end.

We are proud of our passionate, high-performance culture – one based on a set of values that are the cornerstone of who we are and how we hold ourselves accountable. Founded in 2013, we are based in Cambridge, MA an...",Rubius Therapeutics,"Cambridge, MA",4.4,"Cambridge, MA",201 to 500 employees,Class E,2013,10,Company - Public,-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),Class 6,1,0,0,0,0,0,na,0
314,Data Scientist,127000,202000,164500,0,"Samba TV is uniquely positioned at the forefront of the TV revolution. The way people discover, watch, and engage with television has fundamentally changed, and we're connecting the dots to help better understand audience trends and viewership habits for marketers.

We are changing how industry leaders and consumers think about TV, and we're looking for a Data Scientist who is not afraid to challenge the status quo and would like to make a meaningful impact on our innovative products.

Responsibilities


Data Scientists at Samba TV work closely with Product, Engineering, and other teams on a variety of projects, including but certainly not limited to:
Improving our core viewership algorithms and defining metrics to estimate the impact those changes
Using statistical methodologies to estimate the effectiveness of our clients' advertising campaigns while controlling for confounding factors
Building predictive models that extend our data to all TV watchers, both in the US and abroad
Qualifications


You likel...",Samba TV,"San Francisco, CA",3.3,"San Francisco, CA",201 to 500 employees,Class E,2008,15,Company - Private,-1,Advertising & Marketing,Business Services,Unknown,Unknown,1,0,0,0,0,0,data scientist,0
315,Market Data Analyst,31000,57000,44000,0,"We are seeking a creative, data driven Marketing Analyst to join our fast paced, growing organization. Candidate is responsible for researching product and manufacturing trends, evaluating campaign results and making recommendations for growth and operating efficiency improvements to our management team. The ideal candidate will have experience with complex data mining/analysis and implementation. This is a growth position with upward mobility. Complete benefit package includes medical, dental, vision life insurance, student loan repayment assistance and a 401(k) company matched contribution.

Responsibilities:
Evaluate market trends and patterns to suggest new & complementary products
Manage Distribution Price List and analyze market data to identify cause and effect relationships
Evaluate product, pricing, placement (distribution channels) and promotion (advertisements/marketing campaigns) and present recommendations to management
Work closely with Distribution Channel Partners to grow market share in un...",SV Microwave,"West Palm Beach, FL",3.4,"West Palm Beach, FL",201 to 500 employees,Class E,1991,32,Company - Public,-1,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),Class 7,1,0,0,0,0,0,analyst,0
316,Software Engineer - Data Visualization,60000,127000,93500,0,"Join ClearEdge and be a part of the team of men and women that solve some of the DoD’s most complex technical challenges. Every day, ClearEdge empowers customers in government and industry with innovative data driven solutions.
Check out our extremely competitive benefits package at clearedgeit.com/benefits.
Your mission: Work with a dynamic team and key stakeholders to generate and execute challenging solutions to mission problems.
We are seeking Software Engineers of all levels who are experienced with data visualization, interactive data-driven visualizations, and user interface design. The position requires a self-starter with excellent problem-solving skills. The right person will work closely with the customer to gather requirements for the design and development of data visualization software, techniques, and algorithms.
The candidate should have experience creating and building custom, re-usable data visualizations based on statistical and mathematical modeling and data analysis to be used to solve...",ClearEdge,"Annapolis Junction, MD",4,"Annapolis Junction, MD",51 to 200 employees,Class F,2002,21,Company - Private,-1,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),Class 10,1,0,0,0,0,1,na,1
317,Data Engineer,75000,143000,109000,0,"About SpringML

At SpringML, we are all about empowering the doers in companies to make smarter decisions with their data. Our predictive analytics products and solutions apply machine learning to todays most pressing business problems so customers get insights they can trust to drive business growth.

We are a tight knit, friendly team of passionate and driven people who are dedicated to learning, get excited to solve tough problems and like seeing results, fast. Our core values include putting our customers first, empathy and transparency, and innovation. We are a team with a focus on individual responsibility, rapid personal growth and execution. If you share similar traits, we want you on our team.

Whats the opportunity?

SpringML is looking to hire a topnotch Data Engineer who is passionate about working with data and using latest distributed framework to process large dataset.

As a Data Engineer, your primary role will be to design and build data pipelines. You will be focused on helping client pro...",SpringML,"Herndon, VA",4.4,"Pleasanton, CA",1 to 50 employees,Class G,2015,8,Company - Private,-1,Enterprise Software & Network Solutions,Information Technology,Unknown,Unknown,0,1,0,1,0,0,data engineer,2
318,Staff Data Engineer,105000,194000,149500,0,"Sumo Logic: Staff Data Engineer


What we do:
We are a cloud-native SaaS machine data analytics platform, solving complex monitoring problems for DevOps, SecOps and ITOps teams. Customers love our product because it allows them to easily monitor and optimize their mission critical, large scale applications.

Massive Scale:
Our microservices architecture in AWS ingests hundreds of terabytes daily across many geographic regions. Millions of queries a day analyze hundreds of petabytes of data.

At Sumo Logic, we are building a data platform designed to power the analytics and investigations that are common in the Security Operation Centers of large enterprises. It is designed to accept hundreds of billions of events from security-relevant data sources (detection products, network sensors, log shippers, inventory systems) per day. It is cloud-native, with no plan to support an on-premise deployment. It is multi-tenant, and is designed to simultaneously process events from thousands of our customers. And, it is...",Sumo Logic,"Austin, TX",3.8,"Redwood City, CA",501 to 1000 employees,Class D,2010,13,Company - Private,"Splunk, Datadog, Elastic",Computer Hardware & Software,Information Technology,Unknown,Unknown,0,0,0,1,1,0,data engineer,2
319,Associate Data Engineer,45000,86000,65500,0,"About EAB

At EAB, our mission is to make education smarter and our communities stronger. We harness the collective power of 1,600+ schools, colleges, and universities to uncover and apply proven practices and transformative insights. And since complex problems require multifaceted solutions, we work with each school differently to apply these insights through a customized blend of research, technology, and services. From kindergarten to college and beyond, EAB partners with education leaders, practitioners, and staff to accelerate progress and drive results across three key areas: enrollment management, student success, and institutional operations and strategy.

At EAB, we serve not only our partner institutions but each other—that's why we are always working to make sure our employees love their jobs and are invested in their community. See how we've been recognized for this dedication to our employees by checking out our recent awards.

For more information, visit ourCareers page.

The Role in Brief:

...",EAB,"Washington, DC",3.5,"Washington, DC",1001 to 5000 employees,Class C,2007,16,Company - Private,-1,Research & Development,Business Services,Unknown,Unknown,1,0,0,1,1,1,data engineer,3
320,Senior Data Scientist,95000,154000,124500,0,"Req Id: 2475
Job location: Charlotte, NC, US, 28277

Brighthouse Financial is on a mission to help people achieve financial security. As one of the largest providers of annuities and life insurance in the U.S., we specialize in products designed to help people protect what they've earned and ensure it lasts. We are built on a foundation of experience and knowledge, which allows us to keep our promises and provide the value they deserve.

At Brighthouse Financial, we're fostering a culture where diverse backgrounds and experiences are celebrated, and different ideas are heard and respected. We believe that by creating an inclusive workplace, we're better able to attract and retain our talent, provide valuable solutions that meet the needs of our advisors and their clients, and deliver on our mission of helping more people achieve financial security. We're se eking passionate, high-performing team member to join us. Sound like you? Read on.

How This Role Contributes to Brighthouse Financial:

Data Scientist...",Brighthouse Financial,"Charlotte, NC",3.5,"Charlotte, NC",1001 to 5000 employees,Class C,2017,6,Company - Public,-1,Insurance Carriers,Insurance,Unknown,Unknown,1,1,0,1,0,1,data scientist,3
321,Staff BI and Data Engineer,80000,148000,114000,0,"Job Description: Staff BI and Data Engineer
Location: San Jose, CA (or) New York, NY
Department: Data Engineering
Hours/Shift: Full Time
Reports To: VP, Data Engineering
Job Description:
Affinity Solutions is looking for a hands-on and self-driven Staff BI and Data Engineer, preferably with experience in the bank card loyalty/fin-tech/advertising/marketing space, to enhance and automate its data and analytics infrastructure to support its growing customer base and expanding partner ecosystem. The position is based in San Jose, CA., and reports into the Data Engineering division. The demand for advanced analytical solutions continues to grow exponentially, and this is your opportunity to grow with us in a fast-paced, collaborative environment.
The ideal candidate is a passionate and highly skilled individual, who can utilize programming and analytics tools such as SQL, Python, and Tableau to query and process large data sets to produce high quality customer facing data deliverables and insights. If you have...",Affinity Solutions,"San Jose, CA",2.9,"New York, NY",51 to 200 employees,Class F,1998,25,Company - Private,"Commerce Signals, Cardlytics, Yodlee",Advertising & Marketing,Business Services,Unknown,Unknown,0,1,0,1,0,0,data engineer,2
322,Marketing Data Analyst,36000,62000,49000,0,"For more than 80 years, Citadel has steadily grown and offered stability to our customers, community, and employees. Today, Citadel provides banking, investments, and insurance services to more than 200,000 customers. As we continue to expand, we remain committed to providing the very best value to our customers. At over $3 billion in assets, we are one of the Greater Philadelphia area’s largest locally owned financial institutions, proudly serving residents of Bucks, Chester, Delaware, Lancaster, Montgomery, and Philadelphia counties. In 2018, Citadel was ranked number one among all credit unions in Pennsylvania for providing value to our customers by Callahan& Associates, and was named one of the best performing credit unions in the nation by SNL Financial. To learn more, visitCitadelBanking.com.

We are building out Citadel's Data& Analytics capabilities and we are seeking three Marketing Data Analysts. These individuals will report to the Sr. Research& Data Analyst. The roles will be based in the Marke...",Citadel Federal Credit Union,"Exton, PA",3.9,"Exton, PA",501 to 1000 employees,Class D,1937,86,Nonprofit Organization,"TruMark Financial, North Island Credit Union, CommunityAmerica Credit Union",Banks & Credit Unions,Finance,Unknown,Unknown,1,1,0,0,0,0,analyst,1
323,"Principal Scientist, Hematology",54000,115000,84500,0,"SUMMARY

The Principal Scientist will report to the Director of Scientific Affairs, and will be responsible for management and execution of analytical technical activities and ensure their quality for ACM Clinical Laboratory, Inc. Responsibilities will include development of comprehensive policies and procedures for test and analyzer evaluation, development, validation and implementation. This position will work closely with the Scientific Affairs, Proposals and Business Development to ensure ACM Global Laboratories can provide high quality clinical insights to our clients, impacting patients around the world.

STATUS: Full time

LOCATION: ACM Global Laboratories - Headquarters (160 Elmgrove Park, Rochester, NY)

DEPARTMENT: Clinical Trials

SCHEDULE: Days

ATTRIBUTES
PhD in related chemical, physical, or biological science field required.
2-5 years laboratory experience and prior management or supervisory experience required.
2-5 experience in Hematology required.
2 years of laboratory management experien...",Rochester Regional Health,"Rochester, NY",3.3,"Rochester, NY",10000+ employees,Class A,2014,9,Hospital,-1,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Class 5,1,0,0,0,0,0,na,0
